boom_user_id,first_name,last_name,email,phone,city,country,birthday,created_at,has_membership,membership_since,points
bm_usr_000109,Sebastián,Salazar,sebastian.salazar31@yahoo.com,3231128451,Cali,CO,1975-09-26,2025-09-19 12:00:00,false,,48
bm_usr_000110,Nicolás,Peña,nicolas.pena@hotmail.com,3118242241,Bogotá,CO,1984-06-08,2025-04-25 12:00:00,false,,38
bm_usr_000111,Carlos,Martínez,carlos.martinez2@gmail.com,3085107027,Cali,CO,1976-12-12,2025-07-13 12:00:00,false,,56
bm_usr_000112,Andrea,Martínez,andrea.martinez42@gmail.com,3087465287,Bogotá,CO,1992-04-17,2025-09-05 12:00:00,false,,20
bm_usr_000113,Julián,Ospina,julian.ospina98@hotmail.com,3206033668,Bogotá,CO,1977-12-20,2025-07-11 12:00:00,false,,56
bm_usr_000114,Sara,Bermúdez,sara.bermudez@gmail.com,3078483937,Bucaramanga,CO,1994-11-04,2026-02-18 12:00:00,false,,41
bm_usr_000115,Andrea,Salazar,andrea.salazar97@gmail.com,3086638317,Bogotá,CO,1986-06-09,2025-10-17 12:00:00,true,2026-06-15 12:00:00,214
bm_usr_000116,Manuela,González,manuela.gonzalez24@gmail.com,3090989225,Medellín,CO,2000-03-14,2026-02-04 12:00:00,false,,42
bm_usr_000117,Sara,Peña,sara.pena@outlook.com,3284050312,Medellín,CO,2002-04-06,2025-12-14 12:00:00,false,,23
bm_usr_000118,Camilo,Rodríguez,camilo.rodriguez@outlook.com,3278068847,Bogotá,CO,1974-01-21,2025-09-13 12:00:00,false,,24
bm_usr_000119,Cristian,Mejía,cristian.mejia@gmail.com,3246587058,Bogotá,CO,1973-09-10,2025-12-14 12:00:00,false,,14
bm_usr_000120,Carlos,Cárdenas,carlos.cardenas@yahoo.com,3109064150,Bogotá,CO,1996-05-07,2025-12-14 12:00:00,false,,55
bm_usr_000121,Andrés,Hernández,andres.hernandez@gmail.com,3298792552,Bogotá,CO,1976-04-15,2025-11-09 12:00:00,false,,59
bm_usr_000122,Santiago,Martínez,santiago.martinez@outlook.com,3056318492,Medellín,CO,1977-12-10,2025-08-16 12:00:00,false,,37
bm_usr_000123,María,Bermúdez,maria.bermudez74@gmail.com,3192983641,Cartagena,CO,1991-11-20,2025-12-04 12:00:00,false,,27
bm_usr_000124,Ximena,Peña,ximena.pena@yahoo.com,3041948671,Cartagena,CO,1985-04-19,2025-11-18 12:00:00,false,,10
bm_usr_000125,Felipe,Salazar,felipe.salazar@outlook.com,3102446698,Cali,CO,1996-05-17,2025-10-11 12:00:00,false,,50
bm_usr_000126,Miguel,Suárez,miguel.suarez51@gmail.com,3204886173,Cartagena,CO,2006-01-08,2025-12-16 12:00:00,true,2026-04-09 12:00:00,225
bm_usr_000127,Daniela,Bermúdez,daniela.bermudez@outlook.com,3045310644,Cartagena,CO,1980-03-06,2026-01-24 12:00:00,false,,50
bm_usr_000128,Daniel,Vargas,daniel.vargas65@gmail.com,3291087809,Manizales,CO,1983-10-05,2025-09-01 12:00:00,false,,57
bm_usr_000129,Laura,Suárez,laura.suarez87@hotmail.com,3211594228,Bogotá,CO,1994-04-23,2025-11-09 12:00:00,false,,49
bm_usr_000130,Sebastián,Rojas,sebastian.rojas@gmail.com,3000981867,Cartagena,CO,2005-02-10,2025-07-15 12:00:00,false,,23
bm_usr_000131,Ricardo,Valencia,ricardo.valencia@gmail.com,3037022146,Medellín,CO,1985-02-25,2025-07-27 12:00:00,false,,41
bm_usr_000132,Mariana,Martínez,mariana.martinez6@gmail.com,3210471407,Medellín,CO,1980-08-24,2025-12-25 12:00:00,false,,23
bm_usr_000133,Cristian,Castro,cristian.castro@hotmail.com,3231146041,Bogotá,CO,1998-02-01,2025-08-06 12:00:00,false,,37
bm_usr_000134,Laura,Salazar,laura.salazar@gmail.com,3253685816,Bogotá,CO,1996-08-03,2025-08-10 12:00:00,false,,38
bm_usr_000135,David,Zapata,david.zapata@gmail.com,3272984884,Pereira,CO,2005-08-21,2025-07-26 12:00:00,false,,51
bm_usr_000136,Camilo,Gómez,camilo.gomez68@gmail.com,3028282234,Bogotá,CO,1984-09-07,2025-09-22 12:00:00,false,,46
bm_usr_000137,Cristian,Jiménez,cristian.jimenez50@outlook.com,3071175259,Cali,CO,1979-05-14,2025-11-07 12:00:00,true,2026-04-16 12:00:00,224
bm_usr_000138,Juan,Arango,juan.arango@gmail.com,3228180175,Bogotá,CO,1980-06-26,2025-08-13 12:00:00,true,2026-06-07 12:00:00,253
bm_usr_000139,Fabián,Jiménez,fabian.jimenez@outlook.com,3206083691,Medellín,CO,1974-04-11,2025-12-12 12:00:00,true,2026-04-05 12:00:00,257
bm_usr_000140,Isabella,Cárdenas,isabella.cardenas35@gmail.com,3087414311,Bucaramanga,CO,1989-10-22,2025-05-22 12:00:00,false,,56
bm_usr_000141,Ricardo,Mejía,ricardo.mejia81@gmail.com,3044219055,Medellín,CO,1976-02-27,2025-10-07 12:00:00,false,,22
bm_usr_000142,Miguel,Bermúdez,miguel.bermudez85@hotmail.com,3024665579,Bogotá,CO,1989-11-27,2025-07-02 12:00:00,false,,48
bm_usr_000143,Andrea,Vargas,andrea.vargas63@outlook.com,3144931992,Bucaramanga,CO,1986-06-09,2025-09-29 12:00:00,false,,39
bm_usr_000144,Santiago,Rojas,santiago.rojas62@gmail.com,3215817545,Barranquilla,CO,2003-12-15,2026-01-03 12:00:00,true,2026-01-17 12:00:00,228
bm_usr_000145,Diego,Ospina,diego.ospina58@outlook.com,3280803627,Medellín,CO,1988-12-04,2025-06-26 12:00:00,false,,48
bm_usr_000146,Cristian,Suárez,cristian.suarez70@hotmail.com,3153681745,Bogotá,CO,1979-03-19,2025-08-06 12:00:00,false,,44
bm_usr_000147,Fabián,Ortiz,fabian.ortiz@outlook.com,3133188821,Bogotá,CO,1999-12-04,2026-02-13 12:00:00,false,,24
bm_usr_000148,Miguel,Cárdenas,miguel.cardenas27@gmail.com,3264155518,Medellín,CO,1984-05-12,2025-06-23 12:00:00,false,,35
bm_usr_000149,Julián,Vargas,julian.vargas@gmail.com,3279483374,Bogotá,CO,1983-04-12,2026-03-20 12:00:00,true,2026-03-27 12:00:00,260
bm_usr_000150,Ximena,Ortiz,ximena.ortiz49@gmail.com,3214698114,Bucaramanga,CO,1973-01-26,2025-08-24 12:00:00,false,,35
bm_usr_000151,Daniel,Céspedes,daniel.cespedes@outlook.com,3134562785,Bogotá,CO,1994-04-23,2025-09-21 12:00:00,true,2026-04-08 12:00:00,269
bm_usr_000152,Catalina,Castro,catalina.castro@gmail.com,3010468057,Bogotá,CO,1976-02-03,2025-11-22 12:00:00,false,,49
bm_usr_000153,Óscar,Mejía,oscar.mejia@outlook.com,3052482877,Bogotá,CO,1974-11-24,2026-01-19 12:00:00,true,2026-04-11 12:00:00,275
bm_usr_000154,Ximena,Jiménez,ximena.jimenez42@outlook.com,3176082888,Bogotá,CO,1985-08-17,2025-09-04 12:00:00,false,,50
bm_usr_000155,Juliana,Jiménez,juliana.jimenez@gmail.com,3200787390,Pereira,CO,2004-12-13,2025-12-21 12:00:00,true,2026-05-24 12:00:00,211
bm_usr_000156,David,Rodríguez,david.rodriguez54@gmail.com,3006885370,Bogotá,CO,2001-08-27,2025-08-23 12:00:00,true,2026-07-05 12:00:00,218
bm_usr_000157,Esteban,Mejía,esteban.mejia@gmail.com,3057886934,Bogotá,CO,1985-02-28,2025-12-02 12:00:00,false,,13
bm_usr_000158,Alejandro,Salazar,alejandro.salazar@gmail.com,3297550096,Bogotá,CO,1974-06-12,2025-10-01 12:00:00,false,,53
bm_usr_000159,Mariana,González,mariana.gonzalez59@yahoo.com,3140912516,Medellín,CO,1999-07-19,2025-11-03 12:00:00,false,,15
bm_usr_000160,David,Castro,david.castro@gmail.com,3155553591,Cartagena,CO,1978-12-06,2025-11-26 12:00:00,false,,40
bm_usr_000161,Andrea,Restrepo,andrea.restrepo@gmail.com,3067043198,Pereira,CO,1987-07-12,2025-11-24 12:00:00,false,,1
bm_usr_000162,Juan,Cárdenas,juan.cardenas34@gmail.com,3109017538,Medellín,CO,1989-12-27,2026-01-18 12:00:00,false,,42
bm_usr_000163,Ximena,Betancur,ximena.betancur@gmail.com,3204007031,Cali,CO,1981-11-06,2025-10-14 12:00:00,false,,25
bm_usr_000164,María,Cifuentes,maria.cifuentes84@outlook.com,3073264386,Cartagena,CO,1990-10-27,2025-06-04 12:00:00,false,,58
bm_usr_000165,Ximena,Castro,ximena.castro@gmail.com,3239500198,Bogotá,CO,1988-03-05,2026-01-03 12:00:00,false,,16
bm_usr_000166,Mateo,Martínez,mateo.martinez387@gmail.com,3025356676,Bogotá,CO,2003-10-07,2025-09-06 12:00:00,false,,47
bm_usr_000167,Ximena,Suárez,ximena.suarez@gmail.com,3182410016,Medellín,CO,1988-03-20,2025-06-22 12:00:00,false,,58
bm_usr_000168,Camila,Cárdenas,camila.cardenas@gmail.com,3295654373,Bogotá,CO,1977-05-20,2025-09-27 12:00:00,false,,21
bm_usr_000169,Miguel,Rodríguez,miguel.rodriguez12@gmail.com,3010424985,Bucaramanga,CO,1994-12-22,2025-12-02 12:00:00,false,,12
bm_usr_000170,Ximena,Valencia,ximena.valencia@gmail.com,3020342227,Bogotá,CO,1975-07-02,2025-11-17 12:00:00,false,,42
bm_usr_000171,Camila,Salazar,camila.salazar@yahoo.com,3182809137,Pereira,CO,2002-07-22,2025-10-28 12:00:00,false,,62
bm_usr_000172,Juan,Rodríguez,juan.rodriguez@hotmail.com,3036893345,Cartagena,CO,1995-02-16,2025-11-02 12:00:00,true,2026-04-17 12:00:00,268
bm_usr_000173,Diego,Zapata,diego.zapata19@gmail.com,3264786137,Bogotá,CO,1989-12-05,2026-03-17 12:00:00,false,,32
bm_usr_000174,Isabella,Valencia,isabella.valencia@gmail.com,3204358128,Cali,CO,1994-06-17,2025-11-01 12:00:00,false,,15
bm_usr_000175,Miguel,Valencia,miguel.valencia@gmail.com,3039374251,Cali,CO,1982-06-05,2025-11-13 12:00:00,true,2026-04-08 12:00:00,208
bm_usr_000176,Ricardo,Martínez,ricardo.martinez81@gmail.com,3222798121,Bogotá,CO,1995-08-23,2026-01-27 12:00:00,false,,16
bm_usr_000177,Juan,Muñoz,juan.munoz@hotmail.com,3130243069,Bogotá,CO,1992-09-09,2025-10-08 12:00:00,false,,45
bm_usr_000178,Valentina,Cifuentes,valentina.cifuentes11@gmail.com,3024723072,Bogotá,CO,1977-10-16,2026-01-08 12:00:00,false,,16
bm_usr_000179,Felipe,Arango,felipe.arango@gmail.com,3168950025,Cali,CO,2004-11-28,2025-09-25 12:00:00,false,,40
bm_usr_000180,Carolina,Quintero,carolina.quintero91@proton.me,3250710648,Bogotá,CO,1998-11-09,2026-01-22 12:00:00,false,,48
bm_usr_000181,Valentina,Bermúdez,valentina.bermudez65@gmail.com,3135145407,Cali,CO,1991-06-22,2025-07-28 12:00:00,false,,67
bm_usr_000182,Juliana,Cárdenas,juliana.cardenas@icloud.com,3091511602,Cali,CO,1988-12-23,2025-08-29 12:00:00,false,,37
bm_usr_000183,Fabián,Arango,fabian.arango46@gmail.com,3160916079,Bogotá,CO,1995-11-03,2025-09-18 12:00:00,false,,41
bm_usr_000184,Cristian,Bermúdez,cristian.bermudez54@hotmail.com,3026076456,Barranquilla,CO,1992-08-06,2025-09-04 12:00:00,false,,21
